country,iso_code,year,population,gdp,total_energy_twh,energy_per_capita_kwh,energy_intensity,oil_consumption_twh,gas_consumption_twh,coal_consumption_twh,biofuel_consumption_twh,renewables_consumption_twh,low_carbon_consumption_twh,fossil_consumption_twh,fossil_share_energy,low_carbon_share_energy,co2_emissions
South Africa,ZAF,1937,10118159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1938,10322389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1939,10528607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1940,10736810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1941,10946998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1942,11159168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1943,11373317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1944,11591575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1945,11814022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1946,12040737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1947,12271803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1948,12507304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1949,12764367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1950,13038461.0,54940790784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1951,13308974.0,57515675648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1952,13595492.0,59556102144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1953,13892858.0,62355161088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1954,14203738.0,66022801408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1955,14533312.0,69327536128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1956,14880635.0,73183059968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1957,15244788.0,75976884224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1958,15620370.0,77574438912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1959,16014918.0,81038573568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1960,16440132.0,84418510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1961,16907992.0,88081178624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1962,17418474.0,93013172224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1963,17954514.0,99827408896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1964,18511322.0,106518454272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,1965,19089334.0,112882728960.0,354.229,18556.357,3.138,67.358,0.0,286.761,0.0,0.103,0.103,354.119,99.971,0.029,0.0
South Africa,ZAF,1966,19690028.0,117778079744.0,356.429,18102.004,3.026,73.19,0.0,283.132,0.0,0.1,0.1,356.323,99.972,0.028,0.0
South Africa,ZAF,1967,20314032.0,125836935168.0,371.155,18270.861,2.949,79.77,0.0,291.308,0.0,0.072,0.072,371.078,99.981,0.019,0.0
South Africa,ZAF,1968,20957242.0,131293347840.0,391.708,18690.814,2.983,86.71,0.0,304.927,0.0,0.067,0.067,391.637,99.983,0.017,0.0
South Africa,ZAF,1969,21614631.0,139369775104.0,403.315,18659.34,2.894,95.325,0.0,307.927,0.0,0.058,0.058,403.253,99.986,0.014,0.0
South Africa,ZAF,1970,22279946.0,146627018752.0,421.478,18917.365,2.874,103.3,0.0,318.104,0.0,0.069,0.069,421.404,99.984,0.016,0.0
South Africa,ZAF,1971,22942096.0,153821282304.0,454.026,19790.102,2.952,112.905,0.615,340.175,0.0,0.311,0.311,453.695,99.931,0.069,0.0
South Africa,ZAF,1972,23609402.0,156779560960.0,469.029,19866.209,2.992,123.062,0.916,342.585,0.0,2.317,2.317,466.563,99.506,0.494,0.0
South Africa,ZAF,1973,24294211.0,163375546368.0,504.605,20770.578,3.089,135.769,0.993,364.93,0.0,2.736,2.736,501.692,99.458,0.542,0.0
South Africa,ZAF,1974,24989057.0,172551372800.0,519.095,20772.875,3.008,132.298,1.165,382.285,0.0,3.144,3.144,515.747,99.394,0.606,0.0
South Africa,ZAF,1975,25690898.0,175749496832.0,553.408,21541.0,3.149,140.555,1.531,408.01,0.0,3.111,3.111,550.096,99.438,0.562,0.0
South Africa,ZAF,1976,26395398.0,180034633728.0,577.602,21882.676,3.208,142.12,1.546,428.388,0.0,5.211,5.211,572.055,99.097,0.903,0.0
South Africa,ZAF,1977,27118903.0,179681542144.0,591.76,21820.947,3.293,140.738,1.481,443.792,0.0,5.4,5.4,586.012,99.087,0.913,0.0
South Africa,ZAF,1978,27869456.0,185013862400.0,586.007,21026.855,3.167,147.817,1.52,431.031,0.0,5.297,5.297,580.368,99.096,0.904,0.0
South Africa,ZAF,1979,28634112.0,192300236800.0,605.098,21132.066,3.147,140.09,1.879,459.747,0.0,3.178,3.178,601.715,99.475,0.525,0.0
South Africa,ZAF,1980,29518811.0,204702613504.0,645.864,21879.75,3.155,144.072,2.127,496.732,0.0,2.756,2.756,642.931,99.573,0.427,0.0
South Africa,ZAF,1981,30540997.0,215434543104.0,751.926,24620.223,3.49,156.115,2.064,588.86,0.0,4.592,4.592,747.038,99.389,0.611,0.0
South Africa,ZAF,1982,31615289.0,214585950208.0,808.716,25579.887,3.769,158.245,1.879,645.587,0.0,2.822,2.822,805.711,99.651,0.349,0.0
South Africa,ZAF,1983,32739263.0,210671517696.0,819.453,25029.678,3.89,159.864,2.129,655.701,0.0,1.653,1.653,817.694,99.798,0.202,0.0
South Africa,ZAF,1984,33892739.0,221387587584.0,895.522,26422.229,4.045,174.057,2.135,706.537,0.0,1.556,12.458,882.728,98.608,1.392,0.0
South Africa,ZAF,1985,35042049.0,218712375296.0,914.556,26098.818,4.182,170.04,2.016,725.574,0.0,1.733,16.497,897.63,98.195,1.805,0.0
South Africa,ZAF,1986,36180469.0,218892222464.0,931.701,25751.494,4.256,164.142,2.115,735.666,0.0,4.508,28.961,901.923,96.889,3.111,0.0
South Africa,ZAF,1987,37326139.0,223307087872.0,946.451,25356.252,4.238,173.641,1.957,748.573,0.0,4.492,21.622,924.171,97.714,2.286,0.0
South Africa,ZAF,1988,38480593.0,232506867712.0,1042.3,27086.369,4.483,191.274,1.974,809.927,0.0,8.783,37.931,1003.176,96.357,3.643,0.0
South Africa,ZAF,1989,39628521.0,237353631744.0,995.722,25126.391,4.195,198.179,2.012,755.879,0.0,7.664,38.494,956.07,96.13,3.87,0.0
South Africa,ZAF,1990,40746216.0,235128504320.0,1029.669,25270.297,4.379,200.102,19.709,782.898,0.0,2.806,26.275,1002.708,97.447,2.553,0.0
South Africa,ZAF,1991,41687861.0,237880803328.0,1022.248,24521.48,4.297,201.755,19.94,768.753,0.0,5.5,30.9,990.447,96.975,3.025,0.0
South Africa,ZAF,1992,42443459.0,238567243776.0,1027.038,24197.797,4.305,208.364,18.412,771.684,0.0,2.089,27.889,998.46,97.283,2.717,0.0
South Africa,ZAF,1993,43297110.0,247203446784.0,1025.258,23679.596,4.147,216.773,12.738,774.729,0.0,0.406,20.558,1004.24,97.994,2.006,0.0
South Africa,ZAF,1994,44004087.0,261851807744.0,1069.309,24300.219,4.084,226.234,12.754,799.63,0.0,2.983,29.919,1038.618,97.2,2.8,0.0
South Africa,ZAF,1995,44541512.0,277583790080.0,1117.516,25089.322,4.026,241.261,12.911,829.713,0.0,1.469,32.861,1083.885,97.057,2.943,0.0
South Africa,ZAF,1996,45122972.0,296908029952.0,1139.763,25259.035,3.839,248.507,11.245,842.507,0.0,3.851,36.56,1102.259,96.79,3.21,0.0
South Africa,ZAF,1997,45666787.0,311987503104.0,1165.543,25522.766,3.736,252.603,9.315,861.087,0.0,6.267,41.398,1123.005,96.445,3.555,0.0
South Africa,ZAF,1998,46223832.0,320149749760.0,1145.026,24771.324,3.577,256.453,9.298,835.228,0.0,5.152,42.933,1100.979,96.247,3.753,0.0
South Africa,ZAF,1999,46730283.0,334638448640.0,1183.745,25331.424,3.537,259.981,11.864,872.699,0.0,2.632,38.291,1144.544,96.763,3.237,0.0
South Africa,ZAF,2000,47159672.0,356072095744.0,1185.383,25135.525,3.329,264.298,11.396,867.965,0.0,4.576,40.715,1143.66,96.562,3.438,168.41
South Africa,ZAF,2001,47566761.0,374889021440.0,1191.536,25049.77,3.178,269.982,13.829,871.069,0.0,6.106,35.717,1154.88,97.0,3.0,169.39
South Africa,ZAF,2002,48019362.0,396137562112.0,1161.125,24180.35,2.931,276.942,13.92,828.598,0.491,7.673,40.525,1119.46,96.506,3.494,176.96
South Africa,ZAF,2003,48500305.0,413710090240.0,1257.958,25937.115,3.041,286.923,10.525,920.966,0.542,4.127,38.631,1218.415,96.927,3.073,189.18
South Africa,ZAF,2004,48991365.0,439265853440.0,1372.773,28020.705,3.125,297.692,24.343,1009.107,0.637,4.48,40.699,1331.142,97.033,2.967,197.38
South Africa,ZAF,2005,49489992.0,470188851200.0,1299.322,26254.229,2.763,298.219,34.555,930.264,0.0,4.988,35.344,1263.038,97.278,2.722,199.05
South Africa,ZAF,2006,49998227.0,505574490112.0,1326.061,26522.154,2.623,304.012,37.447,947.528,0.072,9.169,35.976,1288.987,97.285,2.715,206.47
South Africa,ZAF,2007,50528523.0,542976212992.0,1362.193,26958.902,2.509,310.248,37.909,972.977,0.785,9.837,39.935,1321.134,97.066,2.934,213.44
South Africa,ZAF,2008,51114550.0,571660828672.0,1459.697,28557.361,2.553,294.213,39.219,1085.503,0.581,5.443,39.754,1418.934,97.275,2.725,209.06
South Africa,ZAF,2009,51728471.0,574768021504.0,1453.214,28093.119,2.528,288.546,33.24,1091.17,0.304,5.657,39.268,1412.956,97.296,2.704,201.62
South Africa,ZAF,2010,52344000.0,607601623040.0,1463.989,27968.605,2.409,302.437,41.221,1079.536,0.159,4.534,39.76,1423.193,97.282,2.718,209.65
South Africa,ZAF,2011,52995162.0,645388107776.0,1446.214,27289.547,2.241,306.035,42.809,1052.656,0.468,9.997,43.422,1401.501,96.995,3.005,210.92
South Africa,ZAF,2012,53782518.0,660853030912.0,1424.104,26478.934,2.155,313.721,43.573,1027.384,0.827,5.09,38.511,1384.678,97.294,2.706,208.11
South Africa,ZAF,2013,54678742.0,677278318592.0,1430.569,26163.158,2.112,319.58,40.544,1027.612,0.644,5.677,41.753,1387.736,97.079,2.921,204.69
South Africa,ZAF,2014,55594796.0,686853914624.0,1448.045,26046.414,2.108,316.091,42.982,1040.72,0.567,11.72,46.82,1399.793,96.764,3.236,201.67
South Africa,ZAF,2015,56723493.0,695933206528.0,1415.416,24952.904,2.034,344.8,43.186,976.488,0.67,18.241,49.221,1364.474,96.518,3.482,197.8
South Africa,ZAF,2016,57259496.0,700558016512.0,1480.061,25848.301,2.113,331.598,36.547,1050.054,0.501,21.906,59.66,1418.199,95.963,4.037,197.06
South Africa,ZAF,2017,57635106.0,708670128128.0,1475.142,25594.5,2.082,332.07,40.109,1032.945,0.505,31.805,67.288,1405.124,95.43,4.57,196.19
South Africa,ZAF,2018,58612952.0,719458336768.0,1409.859,24053.717,1.96,321.924,44.108,980.26,0.815,32.227,61.033,1346.292,95.663,4.337,198.55
South Africa,ZAF,2019,59587828.0,721641603072.0,1471.708,24698.135,2.039,315.921,42.612,1044.748,1.175,32.905,65.707,1403.281,95.527,4.473,193.38
South Africa,ZAF,2020,60562321.0,675871719424.0,1399.597,23110.025,2.071,274.014,39.705,1022.687,1.271,36.073,60.525,1336.406,95.667,4.333,183.66
South Africa,ZAF,2021,61502553.0,709077893120.0,1405.65,22855.152,1.982,288.233,41.993,996.153,1.267,45.54,75.971,1326.379,94.583,5.417,181.88
South Africa,ZAF,2022,62378377.0,723559317504.0,1346.169,21580.703,1.86,287.8,42.695,938.539,1.176,48.99,73.806,1269.034,94.504,5.496,174.2
South Africa,ZAF,2023,63212339.0,0.0,1367.989,21641.166,0.0,290.035,47.449,955.848,1.015,51.261,71.017,1293.333,94.795,5.205,165.77
South Africa,ZAF,2024,64007137.0,0.0,1362.492,21286.564,0.0,267.992,47.71,976.233,1.024,48.347,67.371,1291.935,95.044,4.956,173.54
